"plot_id","group_id","species","dbh_class_index","basal_cm2_ha"
"1089_3",quercus_rubra_1089_3,Quercus rubra,11,220312.824212781600
"1167_3",viburnum_dentatum_1167_3,Viburnum dentatum,1,9.815000000000000000000000
Large-023_1,standing_dead_Large-023_1,Standing dead,1,7.85200000000000000000
"3425_1","3425_1st",Quercus rubra,11,162052.852389938700
"1025_1","1025_1st",Ostrya virginiana,1,11.77800000000000000000
"1145_1","1145_1st",Acer saccharum,2,2344.8750000000000000000
"4235_11",liriodendron_tulipifera_4235_11,Liriodendron tulipifera,11,98140.055825858900
"1083_3",standing_dead_1083_3,Standing dead,7,7952.000000000000000000000
"1080_2","1080_2nd",Standing dead,7,11928.000000000000000000000
"1040_3",standing_dead_1040_3,Standing dead,7,7952.000000000000000000000
"1385_2",fraxinus_sp.1_1385_2,Fraxinus sp.,6,12025.00000000000000000
Large-129_1,acer_negundo_Large-129_1,Acer negundo,5,9202.50000000000000000
"1089_3",acer_rubrum_1089_3,Acer rubrum,3,110.4000000000000000000000
"3402_2",ulmus_americana_3402_2,Ulmus americana,5,3067.500000000000000000000
"1325_1","1325_1st",Ulmus americana,3,1104.0000000000000000000000
"1010_2","1010_2nd",Acer saccharum,6,7215.000000000000000000000
"1381_1","1381_1st",Prunus serotina,5,3681.000000000000000000000
Large-063_1,aesculus_glabra_Large-063_1,Aesculus glabra,2,24.05000000000000000000000
"3421_3",rosa_multiflora_3421_3,Rosa multiflora,0,13.741000000000000000000000
"1148_1","1148_1st",Prunus serotina,3,220.8000000000000000000000
VIBI69_1,fraxinus_americana_VIBI69_1,Fraxinus americana,2,1058.2000000000000000000
"3479_2",standing_dead_3479_2,Standing dead,11,31062.261742920000
"3443_2",euonymus_europaeus_3443_2,Euonymus europaeus,0,7.85200000000000000000
"3396_3",acer_nigrum_3396_3,Acer nigrum,5,1227.000000000000000000000
"3483_1","3483_1st",Lonicera maackii,2,24.05000000000000000000000
"1997_1",acer_saccharinum_1997_1,Acer saccharinum,4,441.8000000000000000000000
"1052_1","1052_1st",Populus deltoides,12,198255.505842386875
"3374_3",acer_rubrum_3374_3,Acer rubrum,2,48.10000000000000000000000
"3400_2",acer_saccharum_3400_2,Acer saccharum,8,7425.00000000000000000000
"1061_1","1061_1st",Acer rubrum,2,48.1000000000000000000
"1053_3",standing_dead_1053_3,Standing dead,5,1227.000000000000000000000
VIBI046_1,VIBI046_1st,Standing dead,4,441.8000000000000000000000
"1264_3",standing_dead_1264_3,Standing dead,3,441.6000000000000000000000
"1296_3",fagus_grandifolia_1296_3,Fagus grandifolia,7,13253.333333333333333333333
"1379_1","1379_1st",Vitis sp.,2,24.05000000000000000000000
"1073_3",cornus_foemina_subsp._racemosa_1073_3,Cornus foemina subsp. racemosa,0,186.48500000000000000000
Large-085_1,ulmus_americana_Large-085_1,Ulmus americana,8,5940.00000000000000000000
SC295CCGrant_1,standing_dead_SC295CCGrant_1,Standing dead,3,441.6000000000000000000000
"1279_3",ulmus_rubra_1279_3,Ulmus rubra,5,2454.000000000000000000000
"1169_3",standing_dead_1169_3,Standing dead,2,48.10000000000000000000000
"1017_3",fagus_grandifolia_1017_3,Fagus grandifolia,5,3681.000000000000000000000
"1126_1","1126_1st",Rosa multiflora,0,15.704000000000000000000000
"1217_2",pinus_nigra_1217_2,Pinus nigra,10,143520.00000000000000000000
"1274_2",acer_rubrum_1274_2,Acer rubrum,6,2405.000000000000000000000
"1126_3",quercus_palustris_1126_3,Quercus palustris,6,4810.000000000000000000000
"1010_3",robinia_pseudoacacia_1010_3,Robinia pseudoacacia,7,3976.000000000000000000000
"1099_3",quercus_rubra_1099_3,Quercus rubra,12,23242.759088318700
"1061_2","1061_2nd",Quercus rubra,3,110.4000000000000000000000
X-Large-012_1,sambucus_canadensis_X-Large-012_1,Sambucus canadensis,0,4.907500000000000000000000
"1199_1","1199_1st",Standing dead,6,2405.000000000000000000000
"1281_3",liriodendron_tulipifera_1281_3,Liriodendron tulipifera,4,2209.0000000000000000000000
"1045_3",liriodendron_tulipifera_1045_3,Liriodendron tulipifera,12,107474.041758939500
VIBI75_1,prunus_serotina_VIBI75_1,Prunus serotina,2,240.5000000000000000000
"1057_3",prunus_serotina_1057_3,Prunus serotina,11,43170.666688202100
X-Large-033_1,standing_dead_X-Large-033_1,Standing dead,2,180.3750000000000000000
"1026_1","1026_1st",Fraxinus americana,11,21895.644158459400
"1177_1","1177_1st",Prunus serotina,3,276.0000000000000000000000
"1065_2","1065_2nd",Ligustrum vulgare,5,1227.000000000000000000000
"1015_2","1015_2nd",Prunus serotina,7,7952.000000000000000000000
"1230_1","1230_1st",Toxicodendron radicans,2,120.25000000000000000000000
Large-128_1,fraxinus_pennsylvanica_Large-128_1,Fraxinus pennsylvanica,6,6012.500000000000000000000
VIBI78_1,standing_dead_VIBI78_1,Standing dead,4,2650.8000000000000000000000
wetlandflipflop_1,acer_negundo_wetlandflipflop_1,Acer negundo,2,72.15000000000000000000000
Large-016_1,ulmus_americana_Large-016_1,Ulmus americana,5,12270.000000000000000000000
"1189_3",acer_saccharum_1189_3,Acer saccharum,8,5940.00000000000000000000
"3378_3",standing_dead_3378_3,Standing dead,0,0.000000000000000000000000
VIBI033_1,VIBI033_1st,Fagus grandifolia,3,1766.4000000000000000000000
"1116_1","1116_1st",Standing dead,2,721.50000000000000000000000
"1347_1","1347_1st",Acer saccharum,3,110.4000000000000000000000
X-Large-38a_1,magnolia_acuminata_X-Large-38a_1,Magnolia acuminata,5,1227.000000000000000000000
"1371_1","1371_1st",Acer rubrum,3,276.0000000000000000000000
"3392_2",carya_ovata_3392_2,Carya ovata,11,46259.794744477000
"3435_3",acer_rubrum_3435_3,Acer rubrum,11,26878.288646869200
Large-123_1,fagus_grandifolia_Large-123_1,Fagus grandifolia,3,3036.000000000000000000
"1073_1","1073_1st",Parthenocissus quinquefolia,1,29.44500000000000000000
"1182_3",juglans_nigra_1182_3,Juglans nigra,12,15622.826107036700
"1022_3",acer_rubrum_1022_3,Acer rubrum,8,9900.00000000000000000000
,,Pinus strobus,3,
"1321_2",crataegus_sp.1_1321_2,Crataegus sp.,2,24.05000000000000000000000
"1241_2",standing_dead_1241_2,Standing dead,6,7215.000000000000000000000
"2080_1",pinus_strobus_2080_1,Pinus strobus,4,1767.2000000000000000000000
"1126_2",prunus_serotina_1126_2,Prunus serotina,8,5940.00000000000000000000
"3439_1","3439_1st",Quercus rubra,4,883.6000000000000000000000
Large-032_1,toxicodendron_radicans_Large-032_1,Toxicodendron radicans,4,441.8000000000000000000000
"1277_2",cornus_racemosa_1277_2,Cornus racemosa,2,625.3000000000000000000
"3449_2",acer_saccharum_3449_2,Acer saccharum,10,11040.00000000000000000000
"1157_2",acer_rubrum_1157_2,Acer rubrum,4,4859.8000000000000000000000
"1138_2",standing_dead_1138_2,Standing dead,0,24.53750000000000000000
"1045_3",fagus_grandifolia_1045_3,Fagus grandifolia,4,3092.6000000000000000000000
"1293_3",ostrya_virginiana_1293_3,Ostrya virginiana,2,40.08333333333333333333333
VIBI55_1,vitis_aestivalis_VIBI55_1,Vitis aestivalis,4,441.8000000000000000000000
"1102_2",standing_dead_1102_2,Standing dead,7,3976.000000000000000000000
VIBI039_1,VIBI039_1st,Standing dead,3,883.2000000000000000000000
"1190_3",vitis_aestivalis_1190_3,Vitis aestivalis,1,29.44500000000000000000
"3414_2",standing_dead_3414_2,Standing dead,2,481.00000000000000000000000
VIBI52_1,quercus_palustris_VIBI52_1,Quercus palustris,3,331.200000000000000000
"1189_2",liriodendron_tulipifera_1189_2,Liriodendron tulipifera,11,163004.126645445600
"1626_1",acer_saccharum_1626_1,Acer saccharum,2,24.05000000000000000000000
"1067_1","1067_1st",Acer rubrum,5,3681.000000000000000000000
"1149_3",prunus_serotina_1149_3,Prunus serotina,7,3976.000000000000000000000
"1113_2",standing_dead_1113_2,Standing dead,1,5.889000000000000000000000
"3452_1","3452_1st",Quercus rubra,5,18405.000000000000000000000
"1051_1","1051_1st",Fagus grandifolia,11,122257.120149671600
"3410_1","3410_1st",Acer saccharinum,10,22080.00000000000000000000
VIBI54_1,fraxinus_pennsylvanica_VIBI54_1,Fraxinus pennsylvanica,11,70672.581111763000
X-Large-007_1,prunus_serotina_X-Large-007_1,Prunus serotina,2,168.35000000000000000000000
"1035_3",acer_rubrum_1035_3,Acer rubrum,11,135665.359055376500
"1224_3",tsuga_canadensis_1224_3,Tsuga canadensis,4,441.8000000000000000000000
X-Large-015_1,fraxinus_pennsylvanica_X-Large-015_1,Fraxinus pennsylvanica,2,360.7500000000000000000
"3455_2",quercus_rubra_3455_2,Quercus rubra,11,15622.826107036700
"1065_2","1065_2nd",Standing dead,2,481.00000000000000000000000
"3455_3",acer_platanoides_3455_3,Acer platanoides,4,441.8000000000000000000000
Large-100_1,ulmus_americana_Large-100_1,Ulmus americana,4,2209.000000000000000000
VIBI020_1,VIBI020_1st,Fagus grandifolia,1,39.26000000000000000000
"1206_1","1206_1st",Acer saccharum,5,3681.000000000000000000000
"1021_1","1021_1st",Fraxinus pennsylvanica,6,8016.666666666666666666667
"1289_1","1289_1st",Berberis thunbergii,0,1.963000000000000000000000
VIBI51_1,standing_dead_VIBI51_1,Standing dead,9,20750.00000000000000000000
"1266_1","1266_1st",Standing dead,9,8300.00000000000000000000
"1362_2",acer_saccharum_1362_2,Acer saccharum,11,48785.792317595900
"1271_1","1271_1st",Acer saccharum,2,336.7000000000000000000
"3369_2","3369_2nd",Acer saccharum,8,5940.00000000000000000000
Large-104_1,rosa_multiflora_Large-104_1,Rosa multiflora,0,29.445000000000000000000000
"1286_1","1286_1st",Crataegus sp.,2,72.15000000000000000000000
VIBI039_1,VIBI039_1st,Ulmus americana,4,883.6000000000000000000000
,,Fraxinus sp.,1,
"1131_3",acer_rubrum_1131_3,Acer rubrum,9,10375.00000000000000000000
X-Large-21_1,toxicodendron_radicans_X-Large-21_1,Toxicodendron radicans,1,5.889000000000000000000000
"1162_3",carya_ovata_1162_3,Carya ovata,4,552.2500000000000000000000
"1128_3",standing_dead_1128_3,Standing dead,2,721.5000000000000000000
"3417_2",acer_saccharum_3417_2,Acer saccharum,7,3976.000000000000000000000
"1143_3",hamamelis_virginiana_1143_3,Hamamelis virginiana,4,441.8000000000000000000000
"1099_2","1099_2nd",Ostrya virginiana,4,883.6000000000000000000000
Large-032_1,vitis_riparia_Large-032_1,Vitis riparia,3,110.4000000000000000000000
"1223_3",acer_rubrum_1223_3,Acer rubrum,9,24900.00000000000000000000
"1257_3",fagus_grandifolia_1257_3,Fagus grandifolia,4,2209.0000000000000000000000
VIBI55_1,standing_dead_VIBI55_1,Standing dead,10,11040.00000000000000000000
"1366_2",standing_dead_1366_2,Standing dead,1,4.907500000000000000000000
"1196_3",carya_ovata_1196_3,Carya ovata,4,2209.0000000000000000000000
"1182_3",acer_saccharum_1182_3,Acer saccharum,9,8300.00000000000000000000
"1264_2",acer_saccharum_1264_2,Acer saccharum,5,12270.000000000000000000000
"1097_3",carya_ovata_1097_3,Carya ovata,2,48.1000000000000000000
"1269_3",fraxinus_pennsylvanica_1269_3,Fraxinus pennsylvanica,2,96.2000000000000000000
"1144_1","1144_1st",Tilia americana,11,20669.244926314300
"1253_2",fagus_grandifolia_1253_2,Fagus grandifolia,4,441.8000000000000000000000
Large-046_1,acer_rubrum_Large-046_1,Acer rubrum,8,5940.00000000000000000000
"3437_2",carya_ovata_3437_2,Carya ovata,7,3976.000000000000000000000
"1178_3",acer_rubrum_1178_3,Acer rubrum,10,33120.00000000000000000000
Large-021_1,rosa_multiflora_Large-021_1,Rosa multiflora,0,171.76250000000000000000
"3365_1","3365_1st",Prunus serotina,1,7.852000000000000000000000
"1124_2",acer_platanoides_1124_2,Acer platanoides,6,9620.000000000000000000000
VIBI63_1,acer_rubrum_VIBI63_1,Acer rubrum,5,1227.000000000000000000000
"1240_1","1240_1st",Magnolia acuminata,4,2209.0000000000000000000000
"1033_3",acer_saccharum_1033_3,Acer saccharum,1,7.85200000000000000000
"1231_1","1231_1st",Rhamnus frangula,0,229.67100000000000000000
"1295_3",standing_dead_1295_3,Standing dead,4,1767.2000000000000000000000
"1262_3",standing_dead_1262_3,Standing dead,2,120.25000000000000000000000
"1013_1","1013_1st",Acer saccharum,2,144.30000000000000000000000
"1396_1","1396_1st",Standing dead,1,5.889000000000000000000000
"1005_3",ulmus_americana_1005_3,Ulmus americana,2,24.05000000000000000000000
LtoL-016_1,prunus_serotina_LtoL-016_1,Prunus serotina,7,39760.000000000000000000000
"1016_3",juglans_nigra_1016_3,Juglans nigra,1,4.907500000000000000000000
"3395_1","3395_1st",Fraxinus sp.,4,2209.0000000000000000000000
"1373_2",frangula_alnus_1373_2,Frangula alnus,0,853.90500000000000000000
VIBI005_1,VIBI005_1st,Quercus rubra,4,552.2500000000000000000000
"1257_2",prunus_serotina_1257_2,Prunus serotina,7,6626.666666666666666666667
"1328_2",fagus_grandifolia_1328_2,Fagus grandifolia,7,3976.000000000000000000000
"1393_2",standing_dead_1393_2,Standing dead,2,120.25000000000000000000000
"1354_2",acer_saccharum_1354_2,Acer saccharum,7,15904.00000000000000000
"1379_2",crataegus_sp.2_1379_2,Crataegus sp.,3,110.4000000000000000000000
VIBI044_1,VIBI044_1st,Acer saccharum,1,5.889000000000000000000000
"1038_1","1038_1st",Fagus grandifolia,9,13833.33333333333333333333
"1003_3",acer_rubrum_1003_3,Acer rubrum,5,3681.000000000000000000000
"1306_2",acer_saccharinum_1306_2,Acer saccharinum,11,197520.176811906000
"1266_1","1266_1st",Acer rubrum,5,1227.000000000000000000000
"1293_3",acer_saccharum_1293_3,Acer saccharum,1,29.445000000000000000000000
"1072_2","1072_2nd",Standing dead,9,8300.00000000000000000000
WCWoodlot2019_1,fagus_grandifolia_WCWoodlot2019_1,Fagus grandifolia,5,1227.000000000000000000000
"1005_3",tilia_americana_1005_3,Tilia americana,10,11040.00000000000000000000
"1125_1","1125_1st",Berberis thunbergii,0,23.55600000000000000000
VIBI007_1,VIBI007_1st,Standing dead,8,5940.00000000000000000000
"1338_1","1338_1st",Juglans nigra,11,59878.284738523400
Large-124_1,rubus_occidentalis_Large-124_1,Rubus occidentalis,1,93.24250000000000000000
X-Large-032_1,quercus_bicolor_X-Large-032_1,Quercus bicolor,11,24806.329752010400
"1183_3",acer_saccharum_1183_3,Acer saccharum,8,11880.00000000000000000000
"1143_1","1143_1st",Rosa multiflora,0,9.815000000000000000000000
"1250_3",frangula_alnus_1250_3,Frangula alnus,1,83.427500000000000000000000
"1394_2",acer_saccharum_1394_2,Acer saccharum,3,220.8000000000000000000000
VIBI67_1,lonicera_maackii_VIBI67_1,Lonicera maackii,5,8589.000000000000000000000
"1113_1","1113_1st",Acer saccharum,1,41.223000000000000000000000
"1076_3",quercus_rubra_1076_3,Quercus rubra,3,110.4000000000000000000000
"1374_1","1374_1st",Lindera benzoin,1,13.741000000000000000000000
"1098_2","1098_2nd",Ulmus americana,4,3976.2000000000000000000000
"1064_3",ostrya_virginiana_1064_3,Ostrya virginiana,4,441.8000000000000000000000
"1284_1","1284_1st",Standing dead,3,552.0000000000000000000000
"1110_2",acer_rubrum_1110_2,Acer rubrum,7,7952.000000000000000000000
wetlandflipflopB_2,acer_negundo_wetlandflipflopB_2,Acer negundo,8,5940.00000000000000000000
"3369_2","3369_2nd",Liriodendron tulipifera,4,441.8000000000000000000000
Large-045_1,ulmus_americana_Large-045_1,Ulmus americana,4,736.3333333333333333333333
"1064_1","1064_1st",Acer rubrum,11,55022.560593318700
VIBI77_1,fagus_grandifolia_VIBI77_1,Fagus grandifolia,10,33120.00000000000000000000
"1051_1","1051_1st",Acer saccharum,6,16835.000000000000000000000
"1067_2","1067_2nd",Acer rubrum,6,4810.000000000000000000000
Large-045_1,lonicera_morrowii_Large-045_1,Lonicera morrowii,0,3.271666666666666666666667
Large-075_1,fraxinus_pennsylvanica_Large-075_1,Fraxinus pennsylvanica,2,60.12500000000000000000000
"1371_2",cornus_florida_1371_2,Cornus florida,3,1104.000000000000000000
VIBI71_1,ulmus_americana_VIBI71_1,Ulmus americana,4,1325.4000000000000000000000
"1126_2",prunus_serotina_1126_2,Prunus serotina,3,110.4000000000000000000000
VIBI002_1,VIBI002_1st,Rubus sp.,1,1.963000000000000000000000
"1626_1",prunus_serotina_1626_1,Prunus serotina,10,55200.00000000000000000000
"1315_1","1315_1st",Acer rubrum,9,58100.00000000000000000000
"1080_3",quercus_rubra_1080_3,Quercus rubra,4,883.600000000000000000
"1054_1","1054_1st",Fraxinus americana,2,24.05000000000000000000000
X-Large-034_1,acer_rubrum_X-Large-034_1,Acer rubrum,7,3976.000000000000000000000
,,Aesculus glabra,7,
"1126_3",crataegus_sp.1_1126_3,Crataegus sp.,1,1.963000000000000000000000
"1149_3",fagus_grandifolia_1149_3,Fagus grandifolia,3,883.2000000000000000000000
"1355_2",tilia_americana_1355_2,Tilia americana,11,30549.004043139800
"1210_1","1210_1st",Smilax rotundifolia,0,1.963000000000000000000000
"3425_3",acer_saccharum_3425_3,Acer saccharum,8,11880.00000000000000000000
"1209_1","1209_1st",Acer saccharum,8,5940.00000000000000000000
"1029_1","1029_1st",Salix fragilis,13,25037.020827554250
"4235_7",acer_nigrum_4235_7,Acer nigrum,7,15904.000000000000000000000
"1082_1","1082_1st",Standing dead,2,288.60000000000000000000000
Large-110_1,acer_rubrum_Large-110_1,Acer rubrum,7,3976.000000000000000000000
"3499_2",vitis_aestivalis_3499_2,Vitis aestivalis,4,441.8000000000000000000000
Aspen_1,liriodendron_tulipifera_Aspen_1,Liriodendron tulipifera,9,20750.00000000000000000000
"1178_2",standing_dead_1178_2,Standing dead,3,552.0000000000000000000000
"1215_2",acer_saccharum_1215_2,Acer saccharum,6,4810.000000000000000000000
"3364_3",acer_rubrum_3364_3,Acer rubrum,12,45897.804730967200
WC Woodlot 2023 A_1,quercus_rubra_WC Woodlot 2023 A_1,Quercus rubra,7,3976.000000000000000000000
Large-102_1,acer_rubrum_Large-102_1,Acer rubrum,3,138.0000000000000000000000
"1092_3",ostrya_virginiana_1092_3,Ostrya virginiana,3,110.4000000000000000000000
"1025_1","1025_1st",Ostrya virginiana,5,1227.000000000000000000000
"1209_3",standing_dead_1209_3,Standing dead,2,144.30000000000000000000000
"1052_1","1052_1st",Toxicodendron radicans,1,14.72250000000000000000
"3449_1","3449_1st",Fagus grandifolia,3,3864.0000000000000000000000
"1030_3",quercus_rubra_1030_3,Quercus rubra,11,141764.368493239400
Large-019_1,fraxinus_americana_Large-019_1,Fraxinus americana,4,1104.5000000000000000000000
"1044_2","1044_2nd",Acer saccharum,7,7952.00000000000000000
Exclosure101Be_outside_fall2016_2,acer_rubrum_Exclosure101Be_outside_fall2016_2,Acer rubrum,6,24050.000000000000000000000
"1229_3",acer_saccharum_1229_3,Acer saccharum,3,7507.2000000000000000000000
"1177_2",juglans_nigra_1177_2,Juglans nigra,4,1104.5000000000000000000000
"1367_1","1367_1st",Acer rubrum,7,47712.000000000000000000000
"1194_3",ulmus_americana_1194_3,Ulmus americana,6,6012.500000000000000000000
VIBI001_1,VIBI001_1st,Fagus grandifolia,10,11040.00000000000000000000
VIBI010_1,VIBI010_1st,Standing dead,2,48.10000000000000000000000
"1191_2",carya_ovata_1191_2,Carya ovata,11,14320.086173409300
"1288_3",acer_rubrum_1288_3,Acer rubrum,10,22080.0000000000000000
"3414_2",quercus_alba_3414_2,Quercus alba,1,4.907500000000000000000000
"1240_3",ostrya_virginiana_1240_3,Ostrya virginiana,4,883.600000000000000000
"1015_3",acer_rubrum_1015_3,Acer rubrum,9,33200.0000000000000000
VIBI54_1,acer_saccharum_VIBI54_1,Acer saccharum,2,571.18750000000000000000000
Large-111_1,ampelopsis_brevipedunculata_Large-111_1,Ampelopsis brevipedunculata,1,78.520000000000000000000000
"1373_1","1373_1st",Rhamnus frangula,3,2760.0000000000000000000000
"1005_3",fagus_grandifolia_1005_3,Fagus grandifolia,9,8300.00000000000000000000
X-Large-40_1,alnus_serrulata_X-Large-40_1,Alnus serrulata,1,49.07500000000000000000
"1396_2",fraxinus_sp.1_1396_2,Fraxinus sp.,6,4810.000000000000000000000
"1276_2",acer_rubrum_1276_2,Acer rubrum,8,17820.00000000000000000000
SC254CCGrant_1,acer_rubrum_SC254CCGrant_1,Acer rubrum,9,8300.00000000000000000000
Large-097_1,gleditsia_triacanthos_Large-097_1,Gleditsia triacanthos,3,276.0000000000000000000000
"1284_2",quercus_rubra_1284_2,Quercus rubra,4,441.8000000000000000000000
"1173_3",metasequoia_glyptostroboides_1173_3,Metasequoia glyptostroboides,3,276.000000000000000000
Large-093_1,toxicodendron_radicans_Large-093_1,Toxicodendron radicans,1,24.53750000000000000000
"1149_1","1149_1st",Fraxinus americana,5,1227.000000000000000000000
"1353_2",standing_dead_1353_2,Standing dead,1,44.167500000000000000000000
"3433_2",ostrya_virginiana_3433_2,Ostrya virginiana,3,110.4000000000000000000000
"3452_3",acer_platanoides_3452_3,Acer platanoides,5,12270.00000000000000000
"3396_2","3396_2nd",Ulmus americana,4,441.8000000000000000000000
"1124_3",quercus_rubra_1124_3,Quercus rubra,10,11040.00000000000000000000
X-Large-010_1,lindera_benzoin_X-Large-010_1,Lindera benzoin,0,62.816000000000000000000000
"4235A_12",acer_saccharum_4235A_12,Acer saccharum,8,5940.00000000000000000000
"1099_2","1099_2nd",Quercus alba,7,3976.000000000000000000000
"1129_1","1129_1st",Acer saccharum,4,2650.8000000000000000000000
"1065_3",pyrus_sp.1_1065_3,Pyrus sp.,3,552.0000000000000000000000
VIBI60_1,standing_dead_VIBI60_1,Standing dead,6,2405.000000000000000000000
"3392_1","3392_1st",Acer rubrum,3,110.4000000000000000000000
"1274_3",parthenocissus_quinquefolia_1274_3,Parthenocissus quinquefolia,1,9.815000000000000000000000
"1054_1","1054_1st",Fraxinus americana,3,110.4000000000000000000000
Large-032_1,carpinus_caroliniana_Large-032_1,Carpinus caroliniana,4,1325.400000000000000000
"3372_3",acer_rubrum_3372_3,Acer rubrum,5,3067.500000000000000000000
"1094_3",standing_dead_1094_3,Standing dead,7,3976.000000000000000000000
"1233_1","1233_1st",Standing dead,2,120.2500000000000000000
"3455_1","3455_1st",Acer negundo,3,110.4000000000000000000000
"1259_3",acer_rubrum_1259_3,Acer rubrum,5,4908.00000000000000000
Large-072_1,vitis_riparia_Large-072_1,Vitis riparia,2,24.05000000000000000000000
"1182_3",fagus_grandifolia_1182_3,Fagus grandifolia,9,8300.00000000000000000000
"1041_2","1041_2nd",Standing dead,2,336.70000000000000000000000
"1212_1","1212_1st",Betula alleghaniensis,4,3313.5000000000000000000000
"1111_3",standing_dead_1111_3,Standing dead,7,7952.000000000000000000000
VIBI011_1,VIBI011_1st,Quercus alba,8,7425.00000000000000000000
"1025_3",carya_ovata_1025_3,Carya ovata,4,441.8000000000000000000000
"1261_3",fagus_grandifolia_1261_3,Fagus grandifolia,1,241.449000000000000000000000
"1291_1","1291_1st",Carya ovata,4,883.6000000000000000000000
VIBI003_1,VIBI003_1st,Standing dead,4,883.600000000000000000
VIBI047_1,VIBI047_1st,Acer saccharum,2,48.10000000000000000000000
VIBI89_1,liriodendron_tulipifera_VIBI89_1,Liriodendron tulipifera,10,44160.00000000000000000000
"1011_3",crataegus_sp.1_1011_3,Crataegus sp.,5,2045.000000000000000000000
"1128_1","1128_1st",Acer rubrum,5,3067.500000000000000000000
"1053_3",acer_nigrum_1053_3,Acer nigrum,7,19880.000000000000000000000
"3417_1","3417_1st",Tsuga canadensis,5,13497.000000000000000000000
"1306_2",standing_dead_1306_2,Standing dead,3,331.2000000000000000000000
"1009_3",prunus_serotina_1009_3,Prunus serotina,8,5940.00000000000000000000
"1132_1","1132_1st",Acer rubrum,6,12025.000000000000000000000
"1113_1","1113_1st",Acer saccharum,9,8300.00000000000000000000
"1210_1","1210_1st",Acer saccharum,8,5940.00000000000000000000
"1090_1","1090_1st",Prunus serotina,8,5940.00000000000000000000
"1196_3",carya_ovata_1196_3,Carya ovata,7,9940.000000000000000000000
"1299_2",ulmus_americana_1299_2,Ulmus americana,4,441.8000000000000000000000
VIBI015 (1294)_1,VIBI015 (1294)_1st,Standing dead,2,72.15000000000000000000000
VIBI045_1,VIBI045_1st,Prunus serotina,8,5940.00000000000000000000
"3406_3",ostrya_virginiana_3406_3,Ostrya virginiana,4,1325.4000000000000000000000
"1064_1","1064_1st",Standing dead,7,3976.000000000000000000000
"1195_3",acer_rubrum_1195_3,Acer rubrum,10,27600.00000000000000000000
"1371_2",standing_dead_1371_2,Standing dead,7,9940.000000000000000000000
"1304_1","1304_1st",Acer rubrum,13,20508.395382450500
"1048_1","1048_1st",Standing dead,7,3976.000000000000000000000
"1241_2",acer_rubrum_1241_2,Acer rubrum,6,2405.000000000000000000000
VIBI020_1,VIBI020_1st,Standing dead,11,114848.969783149750
"1155_2",ostrya_virginiana_1155_2,Ostrya virginiana,4,441.8000000000000000000000
"1021_2","1021_2nd",Vitis sp.,1,3.271666666666666666666667
VIBI57_1,liriodendron_tulipifera_VIBI57_1,Liriodendron tulipifera,3,110.4000000000000000000000
"1371_1","1371_1st",Nyssa sylvatica,2,120.2500000000000000000
"1103_3",carya_ovata_1103_3,Carya ovata,6,2405.000000000000000000000
"3392_2",ostrya_virginiana_3392_2,Ostrya virginiana,4,883.600000000000000000
"3406_3",fagus_grandifolia_3406_3,Fagus grandifolia,2,240.50000000000000000000000
"1019_3",acer_saccharum_1019_3,Acer saccharum,3,441.6000000000000000000000
"3386_2","3386_2nd",Quercus rubra,11,40941.549620847500
X-Large-006_1,amelanchier_sp.1_X-Large-006_1,Amelanchier sp.,2,24.05000000000000000000000
VIBI89_1,acer_saccharum_VIBI89_1,Acer saccharum,2,288.60000000000000000000000
"3387_2",standing_dead_3387_2,Standing dead,6,6012.500000000000000000000
VIBI68_1,ulmus_americana_VIBI68_1,Ulmus americana,5,1227.000000000000000000000
"1282_3",acer_saccharum_1282_3,Acer saccharum,6,16033.333333333333333333333
X-Large-032_1,cornus_florida_X-Large-032_1,Cornus florida,3,220.8000000000000000000000
Large-034_1,lonicera_morrowii_Large-034_1,Lonicera morrowii,0,19.63000000000000000000
"1304_2",liriodendron_tulipifera_1304_2,Liriodendron tulipifera,11,48398.198323959300
"1178_1","1178_1st",Ulmus americana,4,1325.4000000000000000000000
"4235a_10",crataegus_sp.1_4235a_10,Crataegus sp.,3,110.4000000000000000000000
"1237_3",rosa_multiflora_1237_3,Rosa multiflora,0,3.92600000000000000000
Large-020_1,fraxinus_sp.1_Large-020_1,Fraxinus sp.,9,20750.00000000000000000000
"1151_1","1151_1st",Acer saccharum,11,37477.472481366700
"1168_1","1168_1st",Rosa multiflora,0,9.81500000000000000000
"1386_2",standing_dead_1386_2,Standing dead,9,8300.00000000000000000000
"1147_3",standing_dead_1147_3,Standing dead,9,8300.00000000000000000000
"1040_2","1040_2nd",Acer rubrum,6,21645.000000000000000000000
"1272_1","1272_1st",Acer saccharum,11,15136.271944812000
"1161_1","1161_1st",Acer saccharum,8,5940.00000000000000000000
"1243a_2",fagus_grandifolia_1243a_2,Fagus grandifolia,9,8300.00000000000000000000
"3392_1","3392_1st",Fraxinus sp.,11,14657.414684588500
"1065_2","1065_2nd",Ulmus americana,2,24.05000000000000000000000
BeBurn05_2,ostrya_virginiana_BeBurn05_2,Ostrya virginiana,5,12270.000000000000000000000
"3484_3",nyssa_sylvatica_3484_3,Nyssa sylvatica,5,6135.000000000000000000000
"3964_3",acer_saccharinum_3964_3,Acer saccharinum,5,1227.000000000000000000000
"3499_2",ulmus_americana_3499_2,Ulmus americana,4,1325.4000000000000000000000
"1210_2",prunus_serotina_1210_2,Prunus serotina,8,5940.00000000000000000000
