"plot_id","group_id","species","dbh_class_index","basal_cm2_ha"
"3400_3",standing_dead_3400_3,Standing dead,3,414.0000000000000000000000
"1125_1","1125_1st",Liriodendron tulipifera,9,8300.00000000000000000000
"1114_3",quercus_macrocarpa_1114_3,Quercus macrocarpa,12,30483.580376128800
"1399_1","1399_1st",Parthenocissus quinquefolia,1,11.77800000000000000000
"1159_3",celastrus_orbiculatus_1159_3,Celastrus orbiculatus,1,1.963000000000000000000000
"1226_2",nyssa_sylvatica_1226_2,Nyssa sylvatica,2,24.05000000000000000000000
"3903_12",acer_saccharum_3903_12,Acer saccharum,3,331.2000000000000000000000
"1394_1","1394_1st",Quercus rubra,3,1104.0000000000000000000000
"1080_2","1080_2nd",Rhamnus frangula,0,13.741000000000000000000000
VIBI014_1,VIBI014_1st,Carpinus caroliniana,3,331.2000000000000000000000
"1149_1","1149_1st",Standing dead,6,2405.000000000000000000000
"1479_1",fraxinus_pennsylvanica_1479_1,Fraxinus pennsylvanica,5,30675.000000000000000000000
"1187_2",standing_dead_1187_2,Standing dead,6,4810.000000000000000000000
VIBI85_1,acer_negundo_VIBI85_1,Acer negundo,4,15463.000000000000000000
"1218_1","1218_1st",Aesculus glabra,4,1767.2000000000000000000000
VIBI68_1,acer_saccharum_VIBI68_1,Acer saccharum,4,14137.600000000000000000
VIBI046_1,VIBI046_1st,Quercus velutina,11,50517.124028989200
"1194_1","1194_1st",Acer saccharum,5,3067.500000000000000000000
"1174_2",ulmus_americana_1174_2,Ulmus americana,2,24.05000000000000000000000
"1078_1","1078_1st",Ulmus rubra,11,34174.637584831500
wetlandflipflopB_2,fraxinus_pennsylvanica_wetlandflipflopB_2,Fraxinus pennsylvanica,2,24.05000000000000000000000
"3362_3",acer_nigrum_3362_3,Acer nigrum,8,29700.00000000000000000000
"3033_1",ulmus_rubra_3033_1,Ulmus rubra,8,5940.00000000000000000000
Wetlandflipflopa_4,vitis_riparia_Wetlandflipflopa_4,Vitis riparia,2,264.55000000000000000000000
"1031_1","1031_1st",Standing dead,1,5.889000000000000000000000
"1065_3",standing_dead_1065_3,Standing dead,3,662.4000000000000000000000
"1076_2","1076_2nd",Parthenocissus quinquefolia,1,7.852000000000000000000000
"1232_3",toxicodendron_radicans_1232_3,Toxicodendron radicans,1,31.40800000000000000000
"1125_2",acer_rubrum_1125_2,Acer rubrum,6,2405.000000000000000000000
"1069_2","1069_2nd",Viburnum lentago,5,4908.00000000000000000
"1299_2",standing_dead_1299_2,Standing dead,4,1325.4000000000000000000000
VIBI030_1,VIBI030_1st,Prunus serotina,11,70070.161085483100
VIBI83_1,robinia_pseudoacacia_VIBI83_1,Robinia pseudoacacia,12,15904.312808798300
"1380_2",acer_saccharum_1380_2,Acer saccharum,6,9620.000000000000000000000
"1075_1","1075_1st",Acer saccharum,3,1104.0000000000000000000000
Large-015_1,acer_rubrum_Large-015_1,Acer rubrum,4,1325.4000000000000000000000
Large-030_1,hypericum_prolificum_Large-030_1,Hypericum prolificum,0,157.040000000000000000000000
"1218_1","1218_1st",Standing dead,6,2405.000000000000000000000
"1240_1","1240_1st",Acer saccharum,11,91628.555272579600
"1293_3",standing_dead_1293_3,Standing dead,1,75.248333333333333333333333
Large-029_1,acer_rubrum_Large-029_1,Acer rubrum,9,8300.00000000000000000000
"3369_2","3369_2nd",Fagus grandifolia,5,4908.000000000000000000000
"1136_4",nyssa_sylvatica_1136_4,Nyssa sylvatica,2,24.05000000000000000000000
"1175_3",acer_nigrum_1175_3,Acer nigrum,4,441.8000000000000000000000
"1178_2",carya_ovata_1178_2,Carya ovata,2,72.15000000000000000000000
Large-076_1,standing_dead_Large-076_1,Standing dead,4,4418.0000000000000000000000
X-Large-031_1,liriodendron_tulipifera_X-Large-031_1,Liriodendron tulipifera,11,16909.308298681700
"3463_2",rosa_sp.1_3463_2,Rosa sp.,0,6.543333333333333333333333
"1347_2",carya_ovata_1347_2,Carya ovata,9,8300.00000000000000000000
"1314_2",ulmus_americana_1314_2,Ulmus americana,3,110.4000000000000000000000
"1277_2",cornus_racemosa_1277_2,Cornus racemosa,1,41.22300000000000000000
"1272_1","1272_1st",Fagus grandifolia,3,331.2000000000000000000000
bonnie_park_wet_woods_1,nyssa_sylvatica_bonnie_park_wet_woods_1,Nyssa sylvatica,4,1767.2000000000000000000000
"1312_2",standing_dead_1312_2,Standing dead,2,649.35000000000000000000000
"1299_1","1299_1st",Toxicodendron radicans,2,72.1500000000000000000
"3420_2","3420_2nd",Pyrus sp.,2,60.12500000000000000000000
"1279_3",ulmus_americana_1279_3,Ulmus americana,9,8300.00000000000000000000
"1113_3",acer_saccharum_1113_3,Acer saccharum,6,2405.000000000000000000000
"3417_1","3417_1st",Magnolia acuminata,4,441.8000000000000000000000
"1238_1","1238_1st",Standing dead,2,240.50000000000000000000000
Exclosure101Be_outside_spring2015_1,acer_saccharum_Exclosure101Be_outside_spring2015_1,Acer saccharum,3,2208.000000000000000000
VIBI044_1,VIBI044_1st,Acer rubrum,5,17178.000000000000000000000
"1380_1","1380_1st",Fraxinus pennsylvanica,1,9.815000000000000000000000
"1171_2",fagus_grandifolia_1171_2,Fagus grandifolia,2,40.08333333333333333333333
"1012_2","1012_2nd",Parthenocissus quinquefolia,1,1.963000000000000000000000
"1136_3",standing_dead_1136_3,Standing dead,5,8589.000000000000000000000
"1098_1","1098_1st",Ulmus americana,4,2650.8000000000000000000000
"1159_1","1159_1st",Prunus serotina,8,17820.00000000000000000000
Large-068_1,standing_dead_Large-068_1,Standing dead,4,4859.8000000000000000000000
"1208_3",acer_saccharum_1208_3,Acer saccharum,7,7952.000000000000000000000
"1393_2",toxicodendron_radicans_1393_2,Toxicodendron radicans,4,1104.5000000000000000000000
VIBI044_1,VIBI044_1st,Liriodendron tulipifera,8,5940.00000000000000000000
"1068_2","1068_2nd",Tsuga canadensis,10,22080.00000000000000000000
"1140_3",standing_dead_1140_3,Standing dead,4,883.6000000000000000000000
VIBI006_1,VIBI006_1st,Prunus serotina,2,24.05000000000000000000000
"1295_3",parthenocissus_quinquefolia_1295_3,Parthenocissus quinquefolia,1,15.704000000000000000000000
"1288_3",standing_dead_1288_3,Standing dead,11,38007.380622211000
"3428_2",quercus_rubra_3428_2,Quercus rubra,11,48702.540112275700
"1291_1","1291_1st",Prunus serotina,4,3534.4000000000000000000000
"1044_2","1044_2nd",Standing dead,0,3.926000000000000000000000
"1040_3",acer_rubrum_1040_3,Acer rubrum,11,167500.923829977700
"1191_2",juglans_nigra_1191_2,Juglans nigra,11,17945.091396570300
"1443_1",rosa_multiflora_1443_1,Rosa multiflora,0,4.907500000000000000000000
Large-089_1,prunus_serotina_Large-089_1,Prunus serotina,3,110.4000000000000000000000
"3409_2","3409_2nd",Carya ovata,11,41020.717755718000
"1009_2","1009_2nd",Ulmus rubra,4,441.8000000000000000000000
"1092_3",carya_ovata_1092_3,Carya ovata,11,64644.080794019100
"1288_2",quercus_rubra_1288_2,Quercus rubra,3,220.8000000000000000000000
"1039_3",juglans_nigra_1039_3,Juglans nigra,5,2454.00000000000000000
"1066_2","1066_2nd",Acer saccharum,8,5940.00000000000000000000
"1254_3",aesculus_glabra_1254_3,Aesculus glabra,4,6627.0000000000000000000000
VIBI036_1,VIBI036_1st,Acer saccharum,3,3496.000000000000000000
"1372_2",juglans_nigra_1372_2,Juglans nigra,5,1227.000000000000000000000
"1381_1","1381_1st",Cornus sp.,2,72.1500000000000000000
"1044_2","1044_2nd",Standing dead,4,1325.4000000000000000000000
"1479_1",standing_dead_1479_1,Standing dead,4,15021.2000000000000000000000
"3439_3",standing_dead_3439_3,Standing dead,3,331.2000000000000000000000
"1122_3",liriodendron_tulipifera_1122_3,Liriodendron tulipifera,8,5940.00000000000000000000
VIBI76_1,quercus_rubra_VIBI76_1,Quercus rubra,11,137180.863351468700
"1253_1","1253_1st",Crataegus sp.,2,192.40000000000000000000000
"1017_3",fagus_grandifolia_1017_3,Fagus grandifolia,6,2405.000000000000000000000
"1626_1",acer_rubrum_1626_1,Acer rubrum,6,7215.000000000000000000000
"1271_3",acer_saccharum_1271_3,Acer saccharum,6,4810.000000000000000000000
"1321_1","1321_1st",Standing dead,2,168.35000000000000000000000
"1369_2",hamamelis_virginiana_1369_2,Hamamelis virginiana,1,3.92600000000000000000
"3365_3",acer_rubrum_3365_3,Acer rubrum,2,48.10000000000000000000000
Large-045_1,fraxinus_pennsylvanica_Large-045_1,Fraxinus pennsylvanica,3,6072.000000000000000000
"1626_1",crataegus_sp.1_1626_1,Crataegus sp.,4,883.600000000000000000
"1273_2",standing_dead_1273_2,Standing dead,1,82.446000000000000000000000
"4235_10",acer_nigrum_4235_10,Acer nigrum,9,8300.00000000000000000000
"1070_3",nyssa_sylvatica_1070_3,Nyssa sylvatica,3,110.4000000000000000000000
"3417_3",carpinus_caroliniana_3417_3,Carpinus caroliniana,2,24.05000000000000000000000
"1198_3",fraxinus_pennsylvanica_1198_3,Fraxinus pennsylvanica,4,441.8000000000000000000000
"1061_3",standing_dead_1061_3,Standing dead,4,1325.4000000000000000000000
VIBI012_1,VIBI012_1st,Carya cordiformis,5,981.600000000000000000000
"1264_2",standing_dead_1264_2,Standing dead,4,2209.0000000000000000000000
"1166_1","1166_1st",Acer negundo,4,3534.4000000000000000000000
"1050_1","1050_1st",Acer saccharum,1,1.963000000000000000000000
"1195_3",acer_rubrum_1195_3,Acer rubrum,7,9940.000000000000000000000
"1105_1","1105_1st",Ostrya virginiana,3,331.2000000000000000000000
"1318_2",lonicera_maackii_1318_2,Lonicera maackii,3,110.4000000000000000000000
"1002_3",acer_saccharum_1002_3,Acer saccharum,8,5940.00000000000000000000
"1221_3",quercus_rubra_1221_3,Quercus rubra,11,19478.188611522100
"1002_2","1002_2nd",Ulmus americana,5,4908.000000000000000000000
Large-048_1,carpinus_caroliniana_Large-048_1,Carpinus caroliniana,4,3976.2000000000000000000000
"1154_2",acer_saccharum_1154_2,Acer saccharum,9,13833.33333333333333333333
"3483_2",acer_nigrum_3483_2,Acer nigrum,7,3976.000000000000000000000
"1221_3",hamamelis_virginiana_1221_3,Hamamelis virginiana,3,220.800000000000000000
"1380_1","1380_1st",Fagus grandifolia,1,5.88900000000000000000
,,Rhamnus cathartica,0,
"1045_1","1045_1st",Liriodendron tulipifera,12,101718.172778665000
"1102_2",quercus_alba_1102_2,Quercus alba,8,5940.00000000000000000000
"3452_2",vitis_riparia_3452_2,Vitis riparia,4,2209.0000000000000000000000
"1355_2",crataegus_sp.1_1355_2,Crataegus sp.,2,192.40000000000000000000000
"1350_1","1350_1st",Lindera benzoin,1,7.85200000000000000000
"1252_1","1252_1st",Quercus rubra,2,24.05000000000000000000000
"4235A_8",prunus_serotina_4235A_8,Prunus serotina,11,27992.297401832100
"1347_2",carya_ovata_1347_2,Carya ovata,11,15343.852679397900
X-Large-032_1,crataegus_sp.1_X-Large-032_1,Crataegus sp.,2,384.80000000000000000000000
X-Large-28_1,prunus_serotina_X-Large-28_1,Prunus serotina,2,24.05000000000000000000000
"1174_1","1174_1st",Vitis riparia,4,441.8000000000000000000000
VIBI041_1,VIBI041_1st,Standing dead,6,2405.000000000000000000000
"3392_2",standing_dead_3392_2,Standing dead,2,144.30000000000000000000000
"1262_2",acer_saccharum_1262_2,Acer saccharum,3,2318.4000000000000000000000
"3409_1","3409_1st",Fagus grandifolia,2,529.10000000000000000000000
"3364_2","3364_2nd",Standing dead,4,441.8000000000000000000000
Large-078_1,acer_rubrum_Large-078_1,Acer rubrum,3,110.4000000000000000000000
LtoL-033_1,fraxinus_pennsylvanica_LtoL-033_1,Fraxinus pennsylvanica,3,1104.0000000000000000000000
"1479_1",acer_saccharum_1479_1,Acer saccharum,2,649.35000000000000000000000
"1136_2","1136_2nd",Acer rubrum,9,33200.00000000000000000000
"1098_2","1098_2nd",Ulmus americana,8,11880.00000000000000000000
VIBI002_1,VIBI002_1st,Parthenocissus quinquefolia,3,220.800000000000000000
"1145_3",standing_dead_1145_3,Standing dead,1,19.630000000000000000000000
"1211_2",vitis_aestivalis_1211_2,Vitis aestivalis,3,110.4000000000000000000000
"1263_3",frangula_alnus_1263_3,Frangula alnus,0,9.815000000000000000000000
"1078_3",crataegus_sp.1_1078_3,Crataegus sp.,3,690.0000000000000000000000
"1384_2",rosa_multiflora_1384_2,Rosa multiflora,0,19.630000000000000000000000
"1135a_3",standing_dead_1135a_3,Standing dead,3,110.4000000000000000000000
"1009_2","1009_2nd",Cornus alternifolia,2,24.05000000000000000000000
"1134_2",lonicera_morrowii_1134_2,Lonicera morrowii,2,24.05000000000000000000000
"1288_2",pinus_nigra_1288_2,Pinus nigra,8,29700.00000000000000000000
"1128_3",hamamelis_virginiana_1128_3,Hamamelis virginiana,2,180.37500000000000000000000
X-Large-16_1,acer_saccharum_X-Large-16_1,Acer saccharum,2,24.05000000000000000000000
"1221_3",fagus_grandifolia_1221_3,Fagus grandifolia,5,6135.000000000000000000000
"1047_1","1047_1st",Standing dead,5,1227.000000000000000000000
"1166_3",acer_negundo_1166_3,Acer negundo,4,1325.4000000000000000000000
Large-040_1,standing_dead_Large-040_1,Standing dead,4,5522.5000000000000000000000
"1271_1","1271_1st",Acer saccharum,11,13788.528696421900
"2557_1",acer_rubrum_2557_1,Acer rubrum,4,441.8000000000000000000000
"1322_2",quercus_rubra_1322_2,Quercus rubra,11,150183.345931007875
"1206_1","1206_1st",Acer saccharum,4,2650.8000000000000000000000
Large-034_1,prunus_serotina_Large-034_1,Prunus serotina,5,1227.000000000000000000000
"1115_1","1115_1st",Fagus grandifolia,4,883.6000000000000000000000
"1024_1","1024_1st",Prunus serotina,10,22080.00000000000000000000
"1352_2",magnolia_acuminata_1352_2,Magnolia acuminata,4,441.8000000000000000000000
"1288_3",ulmus_rubra_1288_3,Ulmus rubra,2,48.1000000000000000000
"1368_1","1368_1st",Standing dead,7,7952.000000000000000000000
Large-055_1,platanus_occidentalis_Large-055_1,Platanus occidentalis,8,11880.0000000000000000
"1324_2",toxicodendron_radicans_1324_2,Toxicodendron radicans,1,1.963000000000000000000000
"4235A_4",acer_saccharum_4235A_4,Acer saccharum,5,1227.000000000000000000000
"1176_2",quercus_rubra_1176_2,Quercus rubra,12,66476.100549960000
VIBI002_1,VIBI002_1st,Quercus rubra,9,8300.00000000000000000000
"1400_1","1400_1st",Prunus serotina,9,33200.00000000000000000000
"1354_2",standing_dead_1354_2,Standing dead,0,7.85200000000000000000
"1316_2",standing_dead_1316_2,Standing dead,5,3681.000000000000000000000
"1174_1","1174_1st",Acer saccharum,8,23760.00000000000000000000
"1136_2","1136_2nd",Acer rubrum,10,11040.00000000000000000000
"1222_3",standing_dead_1222_3,Standing dead,6,4810.000000000000000000000
"3423_2",crataegus_sp.1_3423_2,Crataegus sp.,2,817.70000000000000000000000
"1175_2",acer_rubrum_1175_2,Acer rubrum,3,331.2000000000000000000000
"1105_3",hamamelis_virginiana_1105_3,Hamamelis virginiana,1,1.963000000000000000000000
"1179_2",ulmus_americana_1179_2,Ulmus americana,4,2209.0000000000000000000000
"3495_1","3495_1st",Prunus virginiana,2,312.65000000000000000000000
Large-076_1,ligustrum_vulgare_Large-076_1,Ligustrum vulgare,0,4.907500000000000000000000
"1357_2",carya_cordiformis_1357_2,Carya cordiformis,10,22080.00000000000000000000
"1390_2",prunus_serotina_1390_2,Prunus serotina,6,7215.000000000000000000000
"3374_3",acer_saccharum_3374_3,Acer saccharum,6,9620.000000000000000000000
"1159_3",fagus_grandifolia_1159_3,Fagus grandifolia,5,1227.000000000000000000000
"1100_3",pinus_nigra_1100_3,Pinus nigra,10,66240.00000000000000000000
"1388_2","1388_2nd",Standing dead,3,1104.0000000000000000000000
"1035_1","1035_1st",Fagus grandifolia,5,1227.000000000000000000000
"3381_2","3381_2nd",Crataegus sp.,3,883.2000000000000000000000
Large-034_1,clematis_virginiana_Large-034_1,Clematis virginiana,0,1.963000000000000000000000
Large-076_1,ulmus_americana_Large-076_1,Ulmus americana,8,14850.00000000000000000000
Large-022_1,acer_saccharum_Large-022_1,Acer saccharum,4,3313.5000000000000000000000
"1054_3",fraxinus_americana_1054_3,Fraxinus americana,3,110.4000000000000000000000
"1301_2",standing_dead_1301_2,Standing dead,2,240.50000000000000000000000
Large-031_1,acer_saccharum_Large-031_1,Acer saccharum,3,276.0000000000000000000000
VIBI66_1,standing_dead_VIBI66_1,Standing dead,1,13.741000000000000000000000
"1359_1","1359_1st",Rhamnus frangula,0,3.926000000000000000000000
"1379_1","1379_1st",Liriodendron tulipifera,4,441.8000000000000000000000
"1089_1","1089_1st",Acer saccharum,6,7215.000000000000000000000
"1039_2","1039_2nd",Prunus serotina,4,1325.4000000000000000000000
"1145_2",standing_dead_1145_2,Standing dead,3,276.0000000000000000000000
"1288_1","1288_1st",Pinus nigra,7,23856.000000000000000000000
"1010_2","1010_2nd",Lonicera morrowii,0,1.963000000000000000000000
"1302_2",quercus_rubra_1302_2,Quercus rubra,4,441.8000000000000000000000
"1243_2",acer_rubrum_1243_2,Acer rubrum,9,8300.00000000000000000000
"1195_2",lonicera_morrowii_1195_2,Lonicera morrowii,0,4.907500000000000000000000
X-Large-012_1,standing_dead_X-Large-012_1,Standing dead,2,541.1250000000000000000
"1090_2","1090_2nd",Acer saccharum,3,331.2000000000000000000000
"1357_1","1357_1st",Acer saccharum,9,33200.00000000000000000000
"1091_1","1091_1st",Acer saccharum,2,625.30000000000000000000000
"1100_3",acer_rubrum_1100_3,Acer rubrum,3,441.6000000000000000000000
"3376_2","3376_2nd",Acer saccharum,7,7952.000000000000000000000
"1026_1","1026_1st",Crataegus sp.,2,72.15000000000000000000000
"3374_1","3374_1st",Fagus grandifolia,11,29179.269646174600
"1162_1","1162_1st",Vitis riparia,3,414.0000000000000000000000
"1287_1","1287_1st",Parthenocissus quinquefolia,1,17.667000000000000000000000
LtoL-013_1,lindera_benzoin_LtoL-013_1,Lindera benzoin,1,19.630000000000000000000000
"2176_1",prunus_serotina_2176_1,Prunus serotina,11,52296.207948717100
"1033_1","1033_1st",Standing dead,4,883.6000000000000000000000
"1269_3",acer_saccharum_1269_3,Acer saccharum,7,7952.000000000000000000000
"1256_2",acer_saccharum_1256_2,Acer saccharum,7,3976.000000000000000000000
wetlandflipflopB_2,aesculus_glabra_wetlandflipflopB_2,Aesculus glabra,5,9816.000000000000000000000
VIBI69_1,frangula_alnus_VIBI69_1,Frangula alnus,2,144.30000000000000000000000
VIBI022_1,VIBI022_1st,Magnolia acuminata,5,2454.000000000000000000000
VIBI67_1,parthenocissus_quinquefolia_VIBI67_1,Parthenocissus quinquefolia,4,3534.4000000000000000000000
"1187_3",acer_rubrum_1187_3,Acer rubrum,9,8300.00000000000000000000
"1017_1","1017_1st",Tsuga canadensis,1,1.963000000000000000000000
"1349_1","1349_1st",Carpinus caroliniana,3,331.2000000000000000000000
"1054_2","1054_2nd",Vitis riparia,2,120.25000000000000000000000
"1033_1","1033_1st",Fagus grandifolia,1,15.70400000000000000000
"1389_1","1389_1st",Ostrya virginiana,4,2650.8000000000000000000000
"1240_1","1240_1st",Crataegus sp.,2,144.30000000000000000000000
"1319_2",tilia_americana_1319_2,Tilia americana,11,17795.237426994000
Large-008_1,crataegus_sp.1_Large-008_1,Crataegus sp.,3,772.8000000000000000000000
"1384_2",acer_negundo_1384_2,Acer negundo,5,9816.00000000000000000
SC293CCGrant_2,acer_rubrum_SC293CCGrant_2,Acer rubrum,7,3976.000000000000000000000
"1135a_3",liriodendron_tulipifera_1135a_3,Liriodendron tulipifera,11,68743.859206953700
"1226_1","1226_1st",Fraxinus pennsylvanica,4,883.6000000000000000000000
"1067_1","1067_1st",Carpinus caroliniana,3,110.4000000000000000000000
"1093_2","1093_2nd",Standing dead,3,1656.0000000000000000000000
"3413_1","3413_1st",Acer rubrum,9,8300.00000000000000000000
"1135A_2",fraxinus_pennsylvanica_1135A_2,Fraxinus pennsylvanica,1,13.741000000000000000000000
VIBI77_1,amelanchier_sp.1_VIBI77_1,Amelanchier sp.,3,110.4000000000000000000000
"3376_3",quercus_rubra_3376_3,Quercus rubra,9,16600.00000000000000000000
"1399_1","1399_1st",Tsuga canadensis,11,73705.690644033600
Exclosure101Be_inside_fall2016_2,standing_dead_Exclosure101Be_inside_fall2016_2,Standing dead,1,19.630000000000000000000000
"1059_1","1059_1st",Vitis aestivalis,1,11.77800000000000000000
"1060_2","1060_2nd",Prunus serotina,4,1104.5000000000000000000000
"1208_2",standing_dead_1208_2,Standing dead,3,2208.000000000000000000
"1081_1","1081_1st",Acer saccharum,2,240.50000000000000000000000
"1294_1","1294_1st",Tsuga canadensis,6,2405.000000000000000000000
"1200_1","1200_1st",Amelanchier sp.,5,1227.000000000000000000000
Large-106_1,populus_deltoides_Large-106_1,Populus deltoides,11,97145.741750997600
"1295_1","1295_1st",Acer saccharum,6,38480.000000000000000000000
"1200_2",fagus_grandifolia_1200_2,Fagus grandifolia,9,8300.00000000000000000000
"1162_3",standing_dead_1162_3,Standing dead,4,3313.5000000000000000000000
SC276CCGrant_2,acer_rubrum_SC276CCGrant_2,Acer rubrum,10,11040.00000000000000000000
"1092_1","1092_1st",Carya ovata,10,11040.00000000000000000000
Large-114_1,rosa_multiflora_Large-114_1,Rosa multiflora,0,13.741000000000000000000000
"1144_1","1144_1st",Prunus serotina,11,31933.111226495100
"1349_1","1349_1st",Sassafras albidum,7,3976.000000000000000000000
"1021_3",carya_cordiformis_1021_3,Carya cordiformis,6,4008.333333333333333333333
"1243_3",acer_saccharum_1243_3,Acer saccharum,5,9816.000000000000000000000
"1266_3",crataegus_sp.1_1266_3,Crataegus sp.,3,331.2000000000000000000000
"1093_3",pinus_strobus_1093_3,Pinus strobus,4,441.8000000000000000000000
"1218_3",acer_nigrum_1218_3,Acer nigrum,3,110.4000000000000000000000
"1061_2","1061_2nd",Fagus grandifolia,4,6185.2000000000000000000000
Large-007_1,aesculus_glabra_Large-007_1,Aesculus glabra,2,24.05000000000000000000000
"3364_1","3364_1st",Vitis aestivalis,4,883.600000000000000000
SC294CCGrant_1,lindera_benzoin_SC294CCGrant_1,Lindera benzoin,0,1.963000000000000000000000
"1317_2",standing_dead_1317_2,Standing dead,4,13254.0000000000000000000000
"3437_1","3437_1st",Fraxinus sp.,7,3976.000000000000000000000
"1112_3",vitis_aestivalis_1112_3,Vitis aestivalis,4,2209.0000000000000000000000
"1191_1","1191_1st",Acer saccharum,4,2650.8000000000000000000000
"1220_2",alnus_glutinosa_1220_2,Alnus glutinosa,1,34.352500000000000000000000
"3495_2",prunus_serotina_3495_2,Prunus serotina,2,312.6500000000000000000
"1339_1","1339_1st",Tilia americana,7,3976.000000000000000000000
"1291_3",carya_ovata_1291_3,Carya ovata,5,1227.000000000000000000000
"1060_1","1060_1st",Fraxinus sp.,2,60.12500000000000000000000
"1091_3",standing_dead_1091_3,Standing dead,0,3.926000000000000000000000
Large-039_1,acer_negundo_Large-039_1,Acer negundo,3,2760.000000000000000000
"1061_2","1061_2nd",Acer rubrum,6,2405.000000000000000000000
,,Carpinus caroliniana,5,
wetlandflipflopB_2,ulmus_americana_wetlandflipflopB_2,Ulmus americana,3,110.4000000000000000000000
"3425_3",standing_dead_3425_3,Standing dead,2,432.90000000000000000000000
"3903_10",acer_saccharum_3903_10,Acer saccharum,11,29519.975369456400
"1212_2",prunus_serotina_1212_2,Prunus serotina,4,1104.5000000000000000000000
"1367_2",liriodendron_tulipifera_1367_2,Liriodendron tulipifera,10,33120.00000000000000000000
Large-114_1,acer_rubrum_Large-114_1,Acer rubrum,13,65618.524295346300
"3386_1","3386_1st",Acer saccharum,6,19240.000000000000000000000
"1128_1","1128_1st",Acer rubrum,7,9940.000000000000000000000
"3368_2","3368_2nd",Nyssa sylvatica,6,2405.000000000000000000000
"1206_3",acer_saccharum_1206_3,Acer saccharum,5,2454.000000000000000000000
VIBI55_1,fraxinus_pennsylvanica_VIBI55_1,Fraxinus pennsylvanica,2,312.65000000000000000000000
Large-115_1,fraxinus_pennsylvanica_Large-115_1,Fraxinus pennsylvanica,2,120.2500000000000000000
Large-038_1,fraxinus_pennsylvanica_Large-038_1,Fraxinus pennsylvanica,2,288.6000000000000000000
VIBI52_1,prunus_serotina_VIBI52_1,Prunus serotina,4,1767.2000000000000000000000
VIBI002_1,VIBI002_1st,Prunus serotina,1,15.704000000000000000000000
Large-093_1,acer_rubrum_Large-093_1,Acer rubrum,11,125525.672416374500
"1302_1","1302_1st",Acer saccharum,4,20322.8000000000000000000000
"3465_2",toxicodendron_radicans_3465_2,Toxicodendron radicans,1,1.963000000000000000000000
"3414_3",vaccinium_corymbosum_3414_3,Vaccinium corymbosum,0,4.907500000000000000000000
VIBI63_1,sassafras_albidum_VIBI63_1,Sassafras albidum,4,441.8000000000000000000000
"1263_2",rosa_sp.1_1263_2,Rosa sp.,0,4.907500000000000000000000
"1258_2",acer_rubrum_1258_2,Acer rubrum,4,441.8000000000000000000000
"1112_1","1112_1st",Tilia americana,3,1380.0000000000000000000000
"1330_2",prunus_serotina_1330_2,Prunus serotina,6,7215.000000000000000000000
"3500_1","3500_1st",Rhamnus frangula,1,3.926000000000000000000000
"3449_2",acer_rubrum_3449_2,Acer rubrum,3,110.4000000000000000000000
"3668_2","3668_2nd",Standing dead,6,7215.000000000000000000000
"1206_3",standing_dead_1206_3,Standing dead,1,9.815000000000000000000000
"1048_1","1048_1st",Cornus florida,2,24.05000000000000000000000
"1189_2",ostrya_virginiana_1189_2,Ostrya virginiana,3,110.4000000000000000000000
"1065_3",fagus_grandifolia_1065_3,Fagus grandifolia,3,110.4000000000000000000000
"1077_3",acer_saccharum_1077_3,Acer saccharum,3,12282.000000000000000000
"1102_1","1102_1st",Robinia pseudoacacia,8,11880.0000000000000000
"1379_2",standing_dead_1379_2,Standing dead,4,9277.8000000000000000000000
"1229_1","1229_1st",Carya ovata,7,19880.000000000000000000000
"1292_2",quercus_rubra_1292_2,Quercus rubra,11,115785.360743460300
"3437_1","3437_1st",Carya ovata,11,137547.015975244100
Large-094_1,standing_dead_Large-094_1,Standing dead,8,14850.00000000000000000000
"1243_1","1243_1st",Acer saccharum,8,5940.00000000000000000000
"1250_3",fraxinus_pennsylvanica_1250_3,Fraxinus pennsylvanica,6,18037.500000000000000000000
"1240_1","1240_1st",Liriodendron tulipifera,11,67281.761985973100
"1224_1","1224_1st",Standing dead,6,2405.000000000000000000000
"1013_2","1013_2nd",Ulmus americana,10,22080.00000000000000000000
"3423_1","3423_1st",Pinus strobus,5,1227.000000000000000000000
"1167_3",toxicodendron_radicans_1167_3,Toxicodendron radicans,1,495.657500000000000000000000
"1224_3",vitis_aestivalis_1224_3,Vitis aestivalis,1,3.926000000000000000000000
SC256CCGrant_1,standing_dead_SC256CCGrant_1,Standing dead,5,1227.000000000000000000000
"1252_2",fagus_grandifolia_1252_2,Fagus grandifolia,4,2650.8000000000000000000000
"1223_1","1223_1st",Quercus velutina,11,14053.050797854200
"1075_1","1075_1st",Tilia americana,11,64147.394995486667
"1183_1","1183_1st",Quercus rubra,11,32169.673153310500
"1060_2","1060_2nd",Acer rubrum,11,82957.681008855500
"4738_1",vitis_aestivalis_4738_1,Vitis aestivalis,2,60.12500000000000000000000
"1276_3",standing_dead_1276_3,Standing dead,3,552.0000000000000000000000
"1143_3",standing_dead_1143_3,Standing dead,5,1227.000000000000000000000
"1300_3",acer_rubrum_1300_3,Acer rubrum,10,36800.00000000000000000000
"1307_2",acer_negundo_1307_2,Acer negundo,4,1325.4000000000000000000000
Exclosure20Be_inside_fall2016_2,ostrya_virginiana_Exclosure20Be_inside_fall2016_2,Ostrya virginiana,4,4418.0000000000000000000000
"1129_1","1129_1st",Fagus grandifolia,6,2405.000000000000000000000
